n_periods_jul,total_return_pct_jul,cagr_pct_jul,sharpe_jul,max_drawdown_pct_jul,win_rate_pct_jul,avg_period_ret_bps_jul,signal,n,direction,side,n_periods_aug,total_return_pct_aug,cagr_pct_aug,sharpe_aug,max_drawdown_pct_aug,win_rate_pct_aug,avg_period_ret_bps_aug,combo_sharpe
206,16.501277831073136,539.4646222280662,2.7942033123627614,-17.068764649738288,51.45631067961165,8.598370469228128,chg_open_1d,30,momentum,short_only,195,-18.65834513195621,-92.29110682987923,-4.0391676411857,-26.896716778231998,44.61538461538462,-9.865513410516701,-4.0391676411857
206,-26.58313937187874,-97.65779911514844,-4.039208526308057,-32.24796895386537,47.0873786407767,-13.588251350741439,chg_1m,30,reversion,long_only,195,-2.975156137917745,-31.258570408131792,-0.45710178791772305,-18.21126616335026,53.333333333333336,-0.9858716120343655,-4.039208526308057
206,-21.862580076844075,-95.00654242791022,-4.0563264128458085,-24.299384254783675,45.14563106796117,-11.029145514484346,chg_1m,20,reversion,long_short,195,-4.30009792463093,-42.04201724429496,-0.774097331038155,-16.39532213894196,47.69230769230769,-1.6825595334465413,-4.0563264128458085
206,-43.83483577545063,-99.9095502762779,-4.082216093436905,-47.34041261976852,44.66019417475729,-23.792707468769233,chg_open_1d,10,reversion,long_only,195,21.77371988498504,1052.6900406283887,2.759620308563719,-32.21541000519915,50.256410256410255,12.592722812357474,-4.082216093436905
206,4.5660359519285265,72.01515165744556,1.0666343355254713,-21.592138102121773,51.94174757281553,3.5882513507414284,chg_1m,30,momentum,short_only,195,-17.034610020901177,-90.14814119380682,-4.179422708152152,-19.027567384682154,43.07692307692308,-9.014128387965636,-4.179422708152152
206,39.303576921844986,5509.466962563297,3.8996291420017095,-19.009112688212994,52.9126213592233,19.133551659585073,chg_24h,15,momentum,short_only,195,-26.406525257820036,-97.77419465216354,-4.4420660355463,-31.486671944880573,44.61538461538462,-14.437131734305089,-4.4420660355463
206,-41.65900562316387,-99.85647102924223,-4.5280422313388815,-55.99856973061821,42.71844660194174,-23.09225980563301,chg_5m,15,reversion,long_only,195,-16.9682865088573,-90.04995754760992,-2.289112634779932,-31.584864059476025,47.69230769230769,-8.038066874340032,-4.5280422313388815
206,4.235593077870492,65.52644228349523,1.014962553265574,-13.751526932903024,54.85436893203883,3.615502093213255,chg_24h,30,momentum,short_only,195,-19.17023119073482,-92.87199210025337,-4.547243179307098,-22.193355557634476,43.07692307692308,-10.292127734035855,-4.547243179307098
206,-23.246324688195553,-95.98088342538453,-4.657792388757098,-30.12014488880188,41.262135922330096,-12.018579059414865,chg_5m,15,reversion,long_short,195,-10.671730172575987,-75.35228251682996,-2.4208373868404407,-13.79487828583329,47.179487179487175,-5.225248580710809,-4.657792388757098
206,-5.517191942946475,-49.81498208464744,-1.0757788771795722,-17.760243797450837,50.48543689320388,-2.225596105145958,chg_1m,30,momentum,long_short,195,-14.309552533982329,-85.28714557762495,-4.673167432715905,-13.9634575875614,43.07692307692308,-7.598726609827673,-4.673167432715905
206,-19.077661770957675,-92.35861987974941,-4.6888606888592665,-24.43736700100959,41.74757281553398,-9.7390138662929,chg_5m,20,reversion,long_short,195,-12.584914381641054,-81.15951626777932,-3.773228202738019,-16.38669273931991,45.64102564102564,-6.533956980191082,-4.6888606888592665
206,-39.88162200712691,-99.7933307789615,-4.693386317012688,-41.25921163783745,46.601941747572816,-21.780734058003407,chg_1m,10,reversion,long_short,195,-9.535198993993443,-71.16526606537752,-1.070619432493008,-29.425679083320986,52.820512820512825,-3.6924977368161307,-4.693386317012688
206,-23.57803053553593,-96.1868852554972,-0.08932862476457164,-48.847370881018925,50.970873786407765,-0.8049755489817949,chg_1w,10,reversion,short_only,195,-51.48311647397277,-99.98735387011008,-4.710111342581975,-61.532369715819634,45.12820512820513,-31.565421673978538,-4.710111342581975
206,-42.059081575119926,-99.86798160653693,-4.755994987075523,-47.20818306044232,46.116504854368934,-23.430771148957916,chg_5m,10,momentum,long_only,195,-32.08464180696815,-99.17825483177671,-4.030207942337502,-43.868185051694894,47.69230769230769,-17.53384679742266,-4.755994987075523
206,21.5305120846107,968.5561339320161,2.366473528705547,-34.495924151978095,52.9126213592233,13.792707468769228,chg_open_1d,10,momentum,short_only,195,-38.776526760969574,-99.77318586974944,-4.951060833130539,-43.85130140886526,47.69230769230769,-22.592722812357486,-4.951060833130539
206,-38.70570984574741,-99.73849617523956,-1.873136161530337,-65.5839749699161,45.14563106796117,-15.84901039847568,chg_open_1d,10,momentum,long_only,195,-53.94322524876003,-99.99337018618452,-5.093706532812848,-62.4131800468005,42.05128205128205,-34.291032887153065,-5.093706532812848
206,-39.234842533263794,-99.76463911780728,-5.20134158869026,-49.17601457208101,41.74757281553398,-21.965701438668578,chg_15m,15,reversion,long_only,195,2.7613511981973593,40.21900623282415,0.8218427725348524,-19.664048804081645,50.256410256410255,2.950976537135052,-5.20134158869026
206,16.077884219561646,511.7969295058755,2.6126072932600404,-14.574783650970957,54.36893203883495,8.62468100116559,chg_30m,30,momentum,short_only,195,-25.21386463114127,-97.2827443088075,-5.2052366994896495,-29.271767614985656,40.0,-14.016389219232513,-5.2052366994896495
206,-40.11315433227068,-99.80279532835537,-5.214896624628294,-46.39860621970361,46.116504854368934,-22.5510492505278,chg_24h,20,reversion,long_only,195,-0.20533452049579237,-2.5185454871838875,0.2940342810353094,-24.77043238002513,50.76923076923077,0.8109295078207891,-5.214896624628294
206,-37.992137457512555,-99.69901470968695,-5.257034350407622,-49.073744888999684,42.71844660194174,-21.223886706469155,chg_5m,20,reversion,long_only,195,-17.868120486685022,-91.30842961557461,-2.934395497288305,-28.331838998302327,47.69230769230769,-8.959649061666521,-5.257034350407622
206,-33.20698264938612,-99.25740809391084,-5.400632742871036,-44.71504730932276,42.71844660194174,-18.193430694516156,chg_1w,30,momentum,long_only,195,-7.303210530801085,-60.98104389583956,-0.7120553892911651,-21.437747652502747,50.76923076923077,-2.453304309059269,-5.400632742871036
206,-37.228901232504306,-99.65078753731112,-5.4196169072445475,-39.94570290630436,44.1747572815534,-20.761767292358066,chg_1m,20,reversion,long_only,195,-5.542902161777996,-50.72082000313558,-0.8190576285375798,-19.612217214801497,47.69230769230769,-2.116722414119943,-5.4196169072445475
206,-16.139868805972124,-88.21535291861457,-1.6476124064177524,-32.82450804051754,51.45631067961165,-6.488151556324591,chg_5m,10,momentum,long_short,195,-25.969270135457645,-97.60439921953915,-5.420013563458282,-31.34974875526071,41.02564102564102,-14.539112713497778,-5.420013563458282
206,-34.70215765053118,-99.43596816693616,-2.850454201458603,-56.367626406127535,45.14563106796117,-16.71092837863116,chg_open_1d,15,momentum,long_only,195,-45.97674233600665,-99.95198796021806,-5.454960263155584,-54.62196088185027,43.07692307692308,-28.29551021800788,-5.454960263155584
206,-45.5295226645448,-99.93766076431848,-5.45687233815261,-59.66329538785693,44.66019417475729,-26.601600675118892,chg_24h,20,momentum,long_only,195,-39.04444241146049,-99.78520038623225,-5.3245293151521,-49.872953786117,45.12820512820513,-23.092179919356116,-5.45687233815261
206,-43.11541222005473,-99.8944255268993,-5.475747383843644,-47.351298485246154,44.66019417475729,-24.81223852883832,chg_open_1d,15,reversion,long_only,195,2.9413524337817076,43.29769630677425,0.8445042699538303,-32.11271686534636,49.23076923076923,2.9654026937532785,-5.475747383843644
206,-30.880863948865112,-98.87445091819826,-5.599744808821316,-41.012952924033144,45.14563106796117,-16.804895243734077,chg_5m,30,reversion,long_only,195,-14.848592012136997,-86.39537396220072,-2.7622441233250794,-20.523734417239105,51.7948717948718,-7.373867836012631,-5.599744808821316
206,-33.74233487387933,-99.32657057931495,-5.641829235389795,-42.75376526538489,42.71844660194174,-18.624681001165595,chg_30m,30,reversion,long_only,195,6.315108295438421,113.81664284159685,1.4915579352417816,-15.474545147393359,54.35897435897436,4.016389219232505,-5.641829235389795
206,-55.25648151034477,-99.99428646665997,-5.648946218483548,-59.4757357925226,42.71844660194174,-34.37890984401435,chg_24h,10,reversion,long_only,195,5.7067115236578925,99.11810158566558,1.1852468271048484,-30.950241219384502,48.205128205128204,4.960014736330817,-5.648946218483548
206,-49.012384264648965,-99.97206535711724,-4.640053683159858,-65.89777023808043,45.14563106796117,-28.282686669898624,chg_24h,15,momentum,long_only,195,-48.64425108268886,-99.97438850034017,-5.678890632586272,-60.883715582203436,45.12820512820513,-30.62685485290525,-5.678890632586272
206,-48.44896599447412,-99.9680755184987,-5.937739583482745,-54.71687073153419,44.66019417475729,-29.13355165958508,chg_24h,15,reversion,long_only,195,6.366616264183911,115.10575430911345,1.3652318573340205,-22.917525905682943,50.76923076923077,4.437131734305084,-5.937739583482745
206,-27.385243672742753,-97.95042088642543,-5.947114305314687,-33.707888947047415,47.57281553398058,-14.754047684468272,chg_5m,30,momentum,long_only,195,-1.9498528605746301,-21.67985033941636,-0.10159727058968944,-16.772002619919014,49.743589743589745,-0.2546530540142432,-5.947114305314687
206,-56.82331997583452,-99.99629459539965,-5.985459871758307,-58.975984245252235,43.689320388349515,-36.179901202756675,chg_15m,10,momentum,long_only,195,-42.04677185135477,-99.88523389873242,-5.498274307047356,-53.539077008989544,46.15384615384615,-25.350811991318654,-5.985459871758307
206,-33.49032297688254,-99.29478521487054,-6.043892683578698,-35.72727889387301,47.0873786407767,-18.598370469228136,chg_open_1d,30,reversion,long_only,195,-1.6487583486753277,-18.642326957317934,-0.05506189671135668,-26.69283473078623,50.76923076923077,-0.1344865894833011,-6.043892683578698
206,-34.85718819144876,-99.45202294254666,-3.9599413461467465,-52.78725484303393,45.14563106796117,-18.25243353180004,chg_open_1d,20,momentum,long_only,195,-41.66786783479952,-99.87556676208456,-6.120439954533522,-49.155543600741524,44.61538461538462,-25.50818322174195,-6.120439954533522
206,-49.919677352428785,-99.97753976123256,-6.126817860748744,-49.52623734460002,43.689320388349515,-30.458305745696027,chg_1m,10,reversion,long_only,195,-14.265603231696943,-85.19322593116766,-1.7359786989294301,-34.32291054985208,50.76923076923077,-6.305598105914975,-6.126817860748744
206,-21.71141816610619,-94.88791229283318,-1.5687938734224383,-30.304846209332524,52.42718446601942,-8.228834220993646,chg_1w,10,reversion,long_short,195,-38.10548450953579,-99.74033036113354,-6.133902988365933,-47.42768476575051,44.1025641025641,-22.890777228640616,-6.133902988365933
206,-15.809697511106858,-87.63914982320229,-1.7920435510539892,-26.189777585218977,48.05825242718447,-6.639772347248168,chg_15m,10,momentum,long_short,195,-32.03322004857073,-99.17050019098807,-6.140644033733252,-37.74769453602457,43.58974358974359,-18.665374294065344,-6.140644033733252
206,-36.870600133899735,-99.62578610694752,-5.417658149606463,-45.587056089959376,44.1747572815534,-20.52166395913519,chg_15m,20,momentum,long_only,195,-33.471340213058845,-99.36385811287978,-6.218457624745671,-37.51977114259103,45.12820512820513,-19.666973968756054,-6.218457624745671
206,-12.191229472956632,-79.39029812520147,-3.981651862075653,-16.106358728794135,44.66019417475729,-6.025423779632905,chg_5m,30,reversion,long_short,195,-15.739280523788624,-88.05971703571385,-6.349911867565965,-16.954277338586408,46.666666666666664,-8.559607390999195,-6.349911867565965
206,-31.397263889544803,-98.9724605182022,-5.185473955825591,-45.92300354322744,43.203883495145625,-16.974489831519513,chg_open_1d,30,momentum,long_only,195,-35.24976512839816,-99.54551324380942,-6.563556234604077,-38.878251159840985,44.1025641025641,-21.021629097473035,-6.563556234604077
206,-35.01113259981131,-99.46754926482943,-6.624791087495505,-42.29678107876814,43.203883495145625,-19.787875717703248,chg_15m,30,momentum,long_only,195,-20.521239248928836,-94.2173820825901,-4.126720736023205,-28.58982568123688,49.743589743589745,-10.924628102384847,-6.624791087495505
206,-38.87383337194931,-99.74707798552916,-6.664401986034037,-39.63446495112479,43.203883495145625,-22.404567292378246,chg_1m,15,reversion,long_short,195,-0.9921271065369219,-11.638776570609732,0.13399551304535648,-19.088609344613396,52.307692307692314,0.35940839478291986,-6.664401986034037
206,-39.69349986938751,-99.78533575958072,-4.7527807500903,-47.796876320408344,44.1747572815534,-21.894581627591123,chg_15m,15,momentum,long_only,195,-41.49904449761503,-99.8710230239686,-6.742474324530832,-50.542754808723814,45.12820512820513,-25.693068162819706,-6.742474324530832
206,-16.12651997701714,-88.19254365522382,-3.1029520616402193,-22.02611237102383,45.63106796116505,-7.749219909565254,chg_15m,20,momentum,long_short,195,-23.79643914425672,-96.56977099661496,-6.83216809921529,-27.2628698191252,45.64102564102564,-13.458381199287725,-6.83216809921529
206,-42.99106323072191,-99.89158743098501,-6.836794703741492,-52.47765671640998,44.1747572815534,-25.502309025298626,chg_30m,20,momentum,long_only,195,-41.17159348897537,-99.86177220568872,-6.783079811398823,-42.27836274660278,42.56410256410256,-25.464473722353254,-6.836794703741492
206,-4.993665318290875,-46.33048902418483,-0.26649910103697294,-28.236853473924363,46.601941747572816,-0.9493449248964252,chg_open_1d,15,momentum,long_short,195,-34.52400081501419,-99.47809076667995,-6.937115254473357,-38.487546133097425,42.56410256410256,-20.63045645588058,-6.937115254473357
206,-49.00110589343112,-99.97199019793864,-6.975307521965506,-57.592044475485,41.262135922330096,-30.351226127084537,chg_30m,20,reversion,long_only,195,-12.871945169213872,-81.91301774172689,-1.828127152467528,-29.916477989183264,48.717948717948715,-5.836811622787639,-6.975307521965506
206,-43.748018936600396,-99.90783706350653,-6.996921975166954,-45.6734551922386,44.66019417475729,-26.155862358341338,chg_open_1d,20,reversion,long_only,195,2.284638871614808,32.35685155550063,0.7463734870233504,-33.851504564416814,48.205128205128204,2.2683584908547116,-6.996921975166954
206,-21.04301468284948,-94.33171003829911,-4.684691925614437,-29.673355971253734,46.116504854368934,-10.802117563869173,chg_24h,30,momentum,long_short,195,-22.27899038310801,-95.61881796234726,-7.1260698436219165,-24.55742692431985,40.0,-12.544001625405075,-7.1260698436219165
206,-19.508519577936678,-92.83847561825428,-5.425981955607464,-21.69116989933165,44.1747572815534,-10.09659741935752,chg_15m,30,momentum,long_short,195,-19.581184099416994,-93.30891094090413,-7.170725797173133,-22.203939505558623,42.05128205128205,-10.890843970039366,-7.170725797173133
206,-45.303274298359256,-99.93444127175746,-2.1959599387662325,-68.48417505127041,47.57281553398058,-20.04041646547975,chg_24h,10,momentum,long_only,195,-67.60425346366823,-99.99991582216639,-7.243980831488178,-72.29706050655396,44.61538461538462,-51.549516471037975,-7.243980831488178
206,-42.3465123819109,-99.87572141937406,-7.259077108268361,-53.53495706884597,40.77669902912621,-25.21973722095159,chg_24h,30,momentum,long_only,195,-27.131767995424937,-98.03160981592171,-4.30924907416711,-36.88906598358002,44.1025641025641,-14.795875516774295,-7.259077108268361
206,-6.70315492692537,-56.95431938537915,-1.0262245726254244,-22.209813865487927,48.05825242718447,-2.5755414491070447,chg_30m,20,momentum,long_short,195,-25.830540660142965,-97.54808886545572,-7.2868869867834745,-28.24915006475983,45.64102564102564,-14.813831049782813,-7.2868869867834745
206,-51.81580865581503,-99.98594680481791,-7.384645249129468,-52.87071843777576,41.74757281553398,-32.90035650826035,chg_15m,10,reversion,long_only,195,-0.7309571891571665,-8.702275129558624,0.44776688862412006,-27.33167055358504,44.61538461538462,1.979936596812032,-7.384645249129468
206,-7.940769713159767,-63.4006749976356,-0.20511662806266626,-37.15517401300309,48.05825242718447,-1.0281514648532182,chg_open_1d,10,momentum,long_short,195,-44.559281951715626,-99.93378782748454,-7.428174556311257,-47.77930531080853,42.56410256410256,-28.441877849755276,-7.428174556311257
206,-45.67089429076911,-99.93959812686309,-5.911826482929312,-53.31572983439104,42.23300970873786,-26.973734785948754,chg_30m,15,momentum,long_only,195,-50.31319598383337,-99.98300279544694,-7.459565096209461,-51.10504906191493,42.56410256410256,-33.38892514873561,-7.459565096209461
206,-15.573865487519834,-87.21187899255321,-2.2587207257565156,-28.271835472469476,48.05825242718447,-7.025275712295544,chg_24h,20,momentum,long_short,195,-29.02883698948585,-98.58114061497061,-7.479829471067483,-31.52427152786853,40.0,-16.95155471358846,-7.479829471067483
206,-49.2596815878838,-99.97366754007483,-7.553643821238884,-49.86693247912485,41.74757281553398,-30.80944816233455,chg_1m,15,reversion,long_only,195,-10.940891940139942,-76.25826198876845,-1.643812015012714,-24.887935995585476,46.15384615384615,-4.878508053303106,-7.553643821238884
206,-0.07744178700033189,-0.9367487766517413,0.3660960506711866,-22.58185774210538,50.48543689320388,1.1050462844590296,chg_30m,15,momentum,long_short,195,-33.169663601421284,-99.32711957724352,-7.839696352334925,-36.78124987057314,44.1025641025641,-19.871317652524542,-7.839696352334925
206,-4.065888673855477,-39.605111385468305,-0.37310006005062446,-22.72416929604393,47.0873786407767,-1.04828558672936,chg_open_1d,20,momentum,long_short,195,-31.73339282367884,-99.1239288403405,-8.015356144882725,-35.243846568298224,43.07692307692308,-18.888270856298337,-8.015356144882725
206,-40.63096379114055,-99.82254020935758,-8.017367255801169,-46.03123206959056,41.74757281553398,-24.146795590199027,chg_30m,30,momentum,long_only,195,-32.599944414752436,-99.25236714668215,-6.279243133524114,-33.38265652686777,46.15384615384615,-19.09173953831426,-8.017367255801169
206,-11.822657531368641,-78.31441665817587,-1.644150531175812,-22.327902687080005,50.0,-4.964440094461278,chg_15m,15,momentum,long_short,195,-32.30900171381461,-99.21131576176158,-8.21204607883212,-36.70882892547497,43.07692307692308,-19.322022349977384,-8.21204607883212
206,-12.241363820959783,-79.53279624273083,-1.2036856148876007,-30.141288147376912,47.57281553398058,-4.574567505156772,chg_24h,15,momentum,long_short,195,-36.71532338984562,-99.65791648631904,-8.225781842039616,-40.3483402518102,42.05128205128205,-22.53199329360516,-8.225781842039616
206,-2.4729681657676084,-26.22903733300477,0.40600392001779795,-32.203989681217614,50.0,2.1692466892673017,chg_24h,10,momentum,long_short,195,-49.60225035758179,-99.97972561481151,-8.55595759578717,-52.01080253687452,43.07692307692308,-33.25476560368439,-8.55595759578717
206,-57.66171166434814,-99.99708002005393,-8.796006662197328,-63.67654630000427,38.83495145631068,-39.18382735486683,chg_30m,15,reversion,long_only,195,-9.872036492960678,-72.46969859368355,-0.9750123500588098,-31.965999396282996,47.179487179487175,-3.6462898436865228,-8.796006662197328
206,-9.243820633635702,-69.22059292892955,-2.04049701106076,-23.34186276432053,42.71844660194174,-4.1880596811456945,chg_open_1d,30,momentum,long_short,195,-26.552006587776056,-97.82818698400058,-8.830343320720344,-28.080367629665382,45.12820512820513,-15.44357125399487,-8.830343320720344
206,1.1686136555916216,15.159228169542338,0.6281341687515032,-36.12772287106697,48.05825242718447,2.4258920856578023,chg_30m,10,momentum,long_short,195,-45.8921159725912,-99.95104622509034,-9.212712280833477,-49.99692082424545,42.56410256410256,-30.153965571791073,-9.212712280833477
206,-61.44937284976124,-99.999064778253,-6.684274697707867,-68.11824232718313,43.203883495145625,-41.37198607473895,chg_30m,10,momentum,long_only,195,-63.798754255496306,-99.99966596154026,-9.638202833893933,-63.248457899801494,39.48717948717949,-48.848257686223455,-9.638202833893933
206,-15.532969031638766,-87.13642014285398,-4.187232433679199,-22.038236408661472,45.14563106796117,-7.761057294516721,chg_30m,30,momentum,long_short,195,-28.03046468898828,-98.31256312452574,-10.501632581292489,-29.040247196523737,42.05128205128205,-16.554064378773386,-10.501632581292489
206,-70.68252518955376,-99.99996639515498,-11.239761065884611,-71.46850276498711,41.74757281553398,-56.22377024605457,chg_30m,10,reversion,long_only,195,-2.438449882081606,-26.387853332560084,0.3063889366401947,-35.32263640499585,46.15384615384615,1.4596734573586747,-11.239761065884611
