n_periods_jul,total_return_pct_jul,cagr_pct_jul,sharpe_jul,max_drawdown_pct_jul,win_rate_pct_jul,avg_period_ret_bps_jul,signal,n,direction,side,n_periods_aug,total_return_pct_aug,cagr_pct_aug,sharpe_aug,max_drawdown_pct_aug,win_rate_pct_aug,avg_period_ret_bps_aug,combo_sharpe
206,-6.03605112334783,-53.06242797862806,-0.9012601014577591,-16.635129153754068,46.601941747572816,-2.2507800904347506,chg_15m,20,reversion,long_short,195,6.007021664868217,106.25317043219198,1.755652582195396,-6.542502740531242,50.256410256410255,3.4583811992877185,-0.9012601014577591
206,-9.927221588822343,-71.92103322865175,-0.9069097523626519,-19.840064202205987,48.54368932038835,-3.360227652751841,chg_15m,10,reversion,long_short,195,15.87025982580208,522.1381375032867,2.85078553050159,-7.609266737578491,52.307692307692314,8.66537429406534,-0.9069097523626519
206,-8.288980761939568,-65.04744842944345,-0.9564139084662145,-14.793400687124569,49.029126213592235,-2.974724287704459,chg_24h,20,reversion,long_short,195,13.136642276658094,362.60699887666084,3.0673554547038884,-10.706799932415901,55.38461538461539,6.951554713588452,-0.9564139084662145
206,12.374638913755076,312.612651952064,2.2675343263374965,-12.399427439942489,51.94174757281553,6.804895243734076,chg_5m,30,momentum,short_only,195,-6.558897986163103,-56.90980154704391,-0.9837466982553967,-18.315453055699503,46.15384615384615,-2.626132163987373,-0.9837466982553967
206,42.907888524390245,7550.607965938374,4.1152752910788895,-20.87709822520354,53.883495145631066,20.458305745696023,chg_1m,10,momentum,short_only,195,-9.807040876759022,-72.22230308895698,-1.0170966949828364,-25.388465046881393,48.717948717948715,-3.6944018940850305,-1.0170966949828364
206,-31.373169285419923,-98.96806764197609,-1.0203774386998714,-61.01247364305071,48.54368932038835,-9.195024451018206,chg_1w,10,momentum,long_only,195,37.072600521631486,4906.634771206378,3.2179369654328056,-28.68788797244113,52.820512820512825,21.565421673978527,-1.0203774386998714
206,-6.508874956295774,-55.85262861713369,-0.6145155041341994,-19.198512854947214,50.970873786407765,-1.9605564389666537,chg_1m,30,reversion,short_only,195,-9.413834594540615,-70.68151372875217,-1.1848205915026868,-24.09411416737933,48.717948717948715,-3.8166751683102977,-1.1848205915026868
206,-5.342607370656749,-48.67676009255677,-1.2079505610881904,-14.285241497832669,49.51456310679612,-2.2389427054832853,chg_30m,30,reversion,long_short,195,12.968539738659391,354.14887562952975,4.157793182698441,-8.027053076282264,51.7948717948718,6.554064378773385,-1.2079505610881904
206,44.50213837587034,8654.435638114986,4.677111234026762,-19.499645568874257,55.8252427184466,20.351226127084534,chg_30m,20,momentum,short_only,195,-9.985047326307296,-72.89503837731306,-1.3039375270405338,-23.01432204752625,49.743589743589745,-4.163188377212371,-1.3039375270405338
206,-9.237811118131878,-69.19582410015965,0.36937219361003343,-51.76291916307814,48.05825242718447,3.103162370310785,chg_1m,10,momentum,long_only,195,-23.4050323297041,-96.34460071841447,-1.4101329041269497,-47.45022525382097,43.07692307692308,-8.920602632282726,-1.4101329041269497
206,-13.917824010645374,-83.80819475980066,-1.4275699377536557,-21.281708001525356,50.0,-5.425432494843235,chg_24h,15,reversion,long_short,195,25.43339813151091,1564.5592831921124,4.5750698367355005,-12.077600431941892,54.871794871794876,12.531993293605158,-1.4275699377536557
206,0.9028684886448479,11.537707574251455,0.5390882251208512,-13.7485641974751,49.029126213592235,1.7458589738833454,chg_5m,20,reversion,short_only,195,-9.482421768003812,-70.95580773172566,-1.428450894483179,-23.81237500842125,47.69230769230769,-4.108264898715646,-1.428450894483179
206,-38.978446821332014,-99.75228669030543,-1.5596811414883904,-52.32500921635763,50.48543689320388,-13.103162370310798,chg_1m,10,reversion,short_only,195,-11.044300941525965,-76.59811140346993,-0.1706267847127115,-47.3338914819193,55.38461538461539,-1.0793973677172795,-1.5596811414883904
206,-11.934647308224521,-78.64664896044629,-1.6677043807409553,-23.815556136828576,46.116504854368934,-5.035559905538723,chg_15m,15,reversion,long_short,195,18.381849333917977,711.8243792709244,3.9619495153935937,-5.5178562451746345,51.28205128205128,9.322022349977376,-1.6677043807409553
206,73.12094928073319,78529.18313727767,6.551201277941053,-15.580308056948521,58.252427184466015,29.183827354866818,chg_30m,15,momentum,short_only,195,-14.520088675194497,-85.72951169840205,-1.6989724176277863,-29.850356005903954,49.23076923076923,-6.35371015631348,-1.6989724176277863
206,47.037014001398944,10713.798739806838,5.1019141500552765,-15.24873619751883,54.36893203883495,20.809448162334544,chg_1m,15,momentum,short_only,195,-11.361343558692916,-77.61237932098524,-1.7256853744601475,-20.0915966231071,48.205128205128204,-5.1214919466968984,-1.7256853744601475
206,-22.407210144223576,-95.41332513476952,-1.7898873676953848,-33.12493846303591,50.0,-8.971848535146787,chg_open_1d,10,reversion,long_short,195,38.37132933220322,5528.209213899909,4.816471280054068,-16.740231583371546,56.92307692307692,18.44187784975527,-1.7898873676953848
206,20.96083221534173,909.2706278076785,2.538552460397057,-23.742237267080657,50.970873786407765,11.780734058003402,chg_1m,10,momentum,long_short,195,-13.997097008811487,-84.60735359643967,-1.828825628280826,-20.905815421335827,44.61538461538462,-6.307502263183879,-1.828825628280826
206,-0.8629850717382648,-9.994057922040989,0.7807851587199673,-31.840398500432777,51.94174757281553,4.849909947971302,chg_1w,15,reversion,short_only,195,-22.448166023520276,-95.73570697449732,-1.905581103412634,-39.42589630188036,45.64102564102564,-9.820322979001881,-1.905581103412634
206,-1.645255528564138,-18.252575610286915,-0.12565210805500152,-12.607534826834243,52.42718446601942,-0.26098613370710094,chg_5m,20,momentum,long_short,195,-7.192711782735284,-60.39988789540489,-2.0015698471684478,-12.901056737739292,48.717948717948715,-3.466043019808922,-2.0015698471684478
