period,n_periods,total_return_pct,cagr_pct,sharpe,max_drawdown_pct,win_rate_pct,avg_period_ret_bps,signal,n,direction,side
July (in-sample),206,72.80969761803433,76828.9059720715,5.0686223368005,-22.04088922260643,54.85436893203883,31.371986074738945,chg_30m,10,reversion,short_only
August (out-of-sample),195,100.65297954746248,566562.2182012614,7.66511243304384,-23.339441383595137,59.48717948717949,38.848257686223455,chg_30m,10,reversion,short_only
Full (Jul+Aug),401,246.747807217546,198318.0964494099,6.151823977045644,-23.33944138359515,57.107231920199496,35.00757950177005,chg_30m,10,reversion,short_only
