n_periods,total_return_pct,cagr_pct,sharpe,max_drawdown_pct,win_rate_pct,avg_period_ret_bps,signal,n,direction,side
206,511.91026102005884,360623479850.80255,12.188054839516939,-18.67272229362348,56.79611650485437,95.72892778243839,chg_30m,5,momentum,short_only
206,142.7366819614176,4773068.784973519,9.240649121471144,-23.71783584081989,57.28155339805825,46.22377024605456,chg_30m,10,momentum,short_only
206,73.12094928073319,78529.18313727767,6.551201277941053,-15.580308056948521,58.252427184466015,29.183827354866818,chg_30m,15,momentum,short_only
206,137.4759944940332,3657579.2930930904,5.369615698767236,-32.711040340042366,56.310679611650485,55.04116056630005,chg_30m,5,reversion,short_only
206,89.09405021381286,229627.67072213886,5.151770761455521,-32.0567239478469,61.6504854368932,37.84716265497061,chg_1m,5,momentum,short_only
206,52.2614528666427,16426.814308687728,5.140096547271058,-19.765995745562982,55.33980582524271,22.900356508260348,chg_15m,10,momentum,short_only
206,47.037014001398944,10713.798739806838,5.1019141500552765,-15.24873619751883,54.36893203883495,20.809448162334544,chg_1m,15,momentum,short_only
206,72.80969761803433,76828.9059720715,5.0686223368005,-22.04088922260643,54.85436893203883,31.371986074738945,chg_30m,10,reversion,short_only
206,86.71170346863872,196833.6361210396,4.704889863785214,-20.94615083985144,53.883495145631066,37.27915590674465,chg_1m,5,momentum,long_short
206,30.731996383349358,2493.3562595828707,4.697105887847505,-10.133696782567858,54.85436893203883,14.146795590199025,chg_30m,30,reversion,short_only
206,44.50213837587034,8654.435638114986,4.677111234026762,-19.499645568874257,55.8252427184466,20.351226127084534,chg_30m,20,momentum,short_only
206,32.538231550784836,2963.7851536470594,4.380745329998366,-17.031419335124156,52.9126213592233,15.219737220951592,chg_24h,30,reversion,short_only
206,55.78962207707831,21729.75601308084,4.33109939182912,-24.265866884345165,52.42718446601942,26.179901202756668,chg_15m,10,reversion,short_only
206,34.5157616680807,3567.7297072003626,4.321834501732694,-19.13353968684648,53.398058252427184,16.15586235834133,chg_open_1d,20,momentum,short_only
206,74.17477563834589,84545.27135947588,4.286724508775198,-27.1241092377537,53.883495145631066,35.62696547075386,chg_5m,5,reversion,short_only
206,32.77985165765844,3032.332386942139,4.155941492779572,-17.863071134457233,53.398058252427184,15.502309025298619,chg_30m,20,reversion,short_only
206,42.907888524390245,7550.607965938374,4.1152752910788895,-20.87709822520354,53.883495145631066,20.458305745696023,chg_1m,10,momentum,short_only
206,50.02717399966294,13710.056694343373,4.005803302051868,-27.795450480486007,55.33980582524271,24.378909844014345,chg_24h,10,momentum,short_only
206,39.303576921844986,5509.466962563297,3.8996291420017095,-19.009112688212994,52.9126213592233,19.133551659585073,chg_24h,15,momentum,short_only
206,34.44571526954554,3544.5946064288714,3.7201290669641627,-15.582054393154387,54.85436893203883,16.973734785948746,chg_30m,15,reversion,short_only
206,25.516338547680185,1481.456959219013,3.689829034428234,-16.94716307545304,54.36893203883495,12.404567292378244,chg_1m,15,momentum,long_short
206,61.40466122791779,33463.141548809646,3.6451783522268593,-39.21597898104181,57.76699029126213,35.60210670928848,chg_24h,5,momentum,short_only
206,46.22361894199918,10009.061421775152,3.557774194431337,-23.637042812669428,52.9126213592233,24.179094390006085,chg_15m,5,momentum,short_only
206,56.716413956461274,23360.80337370983,3.497062497213499,-52.83806424441187,53.883495145631066,34.37595070954099,chg_open_1d,5,momentum,short_only
206,31.984420507758472,2811.831846482254,3.405540012404048,-25.366151555622107,54.36893203883495,16.60160067511888,chg_24h,20,reversion,short_only
206,19.5545599121157,775.608863069351,3.2768869556898714,-9.996686344398775,51.94174757281553,9.787875717703242,chg_15m,30,reversion,short_only
206,28.61283163986834,2026.3623271112187,3.2688737970532404,-24.87014563483826,51.45631067961165,14.812238528838316,chg_open_1d,15,momentum,short_only
206,31.32690272264904,2640.4169327018667,2.9994550592327007,-34.48096560060191,51.45631067961165,18.282686669898613,chg_24h,15,reversion,short_only
206,42.0057883083371,6984.117585747415,2.997841115722221,-43.04929200047031,54.36893203883495,30.589119950716558,chg_15m,5,reversion,short_only
206,23.345239364894034,1179.3749322663673,2.9024114862677166,-16.340571653098845,51.45631067961165,12.551049250527793,chg_24h,20,momentum,short_only
206,22.09905709469975,1030.8944669388572,2.83340373648319,-16.54755126885499,56.310679611650485,11.965701438668573,chg_15m,15,momentum,short_only
206,20.16272562369601,831.2811951935936,2.8092336817089323,-18.626254286358957,53.398058252427184,10.761767292358064,chg_1m,20,momentum,short_only
206,16.501277831073136,539.4646222280662,2.7942033123627614,-17.068764649738288,51.45631067961165,8.598370469228128,chg_open_1d,30,momentum,short_only
206,20.56087999481402,869.4687102688855,2.7800920150505197,-19.662148392715608,53.398058252427184,11.223886706469145,chg_5m,20,momentum,short_only
206,19.682654586264015,787.0743414336271,2.777687940370674,-11.920667330863377,51.45631067961165,10.52166395913518,chg_15m,20,reversion,short_only
206,23.867382954810125,1246.7440272707224,2.726187706367628,-20.936405434751947,51.94174757281553,13.430771148957906,chg_5m,10,reversion,short_only
206,16.077884219561646,511.7969295058755,2.6126072932600404,-14.574783650970957,54.36893203883495,8.62468100116559,chg_30m,30,momentum,short_only
206,20.91384609113558,904.5182166403476,2.5820241533527124,-15.762320601796631,53.883495145631066,11.89458162759112,chg_15m,15,reversion,short_only
206,21.694923724556237,986.2508627908671,2.567193761136613,-26.826830889634234,54.85436893203883,13.092259805633008,chg_5m,15,momentum,short_only
206,20.96083221534173,909.2706278076785,2.538552460397057,-23.742237267080657,50.970873786407765,11.780734058003402,chg_1m,10,momentum,long_short
206,37.05550301652085,4503.445866914581,2.4802342280058616,-59.77784574523455,52.9126213592233,36.71114915851867,chg_1m,5,momentum,long_only
206,14.878257855259047,439.2594043292264,2.432180649611412,-15.8806056910886,55.8252427184466,8.19343069451615,chg_1w,30,reversion,short_only
206,21.5305120846107,968.5561339320161,2.366473528705547,-34.495924151978095,52.9126213592233,13.792707468769228,chg_open_1d,10,momentum,short_only
206,22.898380737872227,1124.1905853767691,2.3544231480154374,-43.272754902893205,50.0,15.343883608069163,chg_30m,5,momentum,long_short
206,12.374638913755076,312.612651952064,2.2675343263374965,-12.399427439942489,51.94174757281553,6.804895243734076,chg_5m,30,momentum,short_only
206,12.219373955594314,305.73995389477,2.1306110366485944,-19.477298666977262,54.36893203883495,6.974489831519508,chg_open_1d,30,reversion,short_only
206,8.560322190620727,171.23744766564468,1.9162785424783821,-9.255192242417076,48.05825242718447,4.7540476844682695,chg_5m,30,reversion,short_only
206,11.864805208715934,290.43727224520194,1.7903997673498164,-27.01023229788072,53.883495145631066,8.252433531800037,chg_open_1d,20,reversion,short_only
206,12.094509864466406,300.28931634912857,1.7377036950927893,-24.290833069594385,52.42718446601942,8.725818645063793,chg_1w,15,momentum,short_only
206,12.920699727578832,337.6411276520562,1.6888146131438952,-38.74264075185957,54.36893203883495,15.46984949325291,chg_24h,5,momentum,long_short
206,9.447736921837535,199.43498815880142,1.639652589518204,-51.62700468573701,54.85436893203883,14.794603302986042,chg_1w,5,momentum,short_only
206,7.048457391157226,128.74774717940824,1.5211775838888415,-39.88131776148388,53.883495145631066,10.454468036308729,chg_5m,10,momentum,short_only
206,9.137163906950963,189.2742965929111,1.5180009687448455,-24.10908196892043,52.9126213592233,7.351222396520833,chg_1w,20,reversion,short_only
206,7.811908624445074,149.37385144071365,1.392319722189422,-20.817757174671982,51.94174757281553,5.932472131214747,chg_1w,20,momentum,short_only
206,7.274377407016086,134.68203058073135,1.383913671204174,-34.557179406000394,49.029126213592235,12.128751414885942,chg_1w,5,momentum,long_short
206,8.53448940235566,170.45438685649685,1.3567727997342307,-41.89965176642097,48.05825242718447,10.555754147212038,chg_5m,5,reversion,long_short
206,-60.78740730869332,-99.99884988373861,1.2957065123224205,-88.48462650613693,57.76699029126213,20.428412796542847,chg_open_1d,5,reversion,short_only
206,6.037079151084468,103.83222368144307,1.2347965457552177,-19.698077266360905,53.883495145631066,5.023224140004678,chg_15m,20,momentum,short_only
206,4.025683499134947,61.52205574151899,1.144711625777662,-36.22653049638376,52.42718446601942,6.710928378631153,chg_open_1d,15,reversion,short_only
206,-5.613338097872966,-50.43187941216056,1.1001943180522884,-50.66025879036869,51.94174757281553,10.040416465479733,chg_24h,10,reversion,short_only
206,4.5660359519285265,72.01515165744556,1.0666343355254713,-21.592138102121773,51.94174757281553,3.5882513507414284,chg_1m,30,momentum,short_only
